vivienda_id,tecnico_id,fecha,tipo,avance_verificado,estado_relevado,observacion,diferencia_ong
SIM-2026-1015,1,27-08-2026,segunda,10,Iniciada,Obra paralizada por falta de materiales.,6
SIM-2026-1016,1,27-08-2026,primera,62,Avanzada,,7
SIM-2026-1021,2,27-08-2026,primera,50,Avanzada,Se verificó avance conforme al cronograma.,11
SIM-2026-1021,2,27-08-2026,segunda,58,Avanzada,Obra en progreso normal.,3
SIM-2025-1022,1,27-08-2026,primera,1,Iniciada,Equipo de trabajo reducido.,6
SIM-2025-1024,1,27-08-2026,primera,1,Iniciada,,14
SIM-2025-1024,1,27-08-2026,segunda,8,Iniciada,Obra paralizada por falta de materiales.,7
SIM-2024-1027,1,27-08-2026,primera,13,Iniciada,,-3
SIM-2024-1027,1,27-08-2026,segunda,13,Iniciada,Obra paralizada por falta de materiales.,0
SIM-2026-1028,1,27-08-2026,primera,43,Avanzada,"Materiales en obra, trabajo activo.",5
SIM-2025-1029,2,27-08-2026,primera,33,Iniciada,"Materiales en obra, trabajo activo.",6
SIM-2026-1030,1,27-08-2026,primera,5,Iniciada,Obra paralizada por falta de materiales.,-2
SIM-2025-1032,1,27-08-2026,primera,43,Avanzada,Obra en progreso normal.,1
SIM-2025-1033,5,27-08-2026,primera,39,Avanzada,Obra en progreso normal.,10
SIM-2025-1035,2,27-08-2026,primera,41,Avanzada,,-7
SIM-2025-1035,2,27-08-2026,segunda,41,Avanzada,Obra en progreso normal.,3
SIM-2025-1036,1,27-08-2026,primera,73,Avanzada,,-2
SIM-2026-1040,1,27-08-2026,primera,23,Iniciada,Equipo de trabajo reducido.,9
SIM-2025-1045,5,27-08-2026,primera,0,Iniciada,Equipo de trabajo reducido.,8
SIM-2025-1048,1,27-08-2026,primera,0,Iniciada,Sin actividad registrada en visita.,12
SIM-2026-1051,2,27-08-2026,primera,8,Iniciada,Equipo de trabajo reducido.,-3
SIM-2026-1051,2,27-08-2026,segunda,8,Iniciada,Terreno con problemas de acceso.,8
SIM-2025-1052,4,27-08-2026,primera,50,Avanzada,,7
SIM-2026-1055,1,27-08-2026,primera,25,Iniciada,,-1
SIM-2026-1055,1,27-08-2026,segunda,26,Iniciada,,-2
SIM-2025-1056,1,27-08-2026,primera,0,Iniciada,,13
SIM-2025-1056,1,27-08-2026,segunda,2,Iniciada,Sin actividad registrada en visita.,5
SIM-2025-1061,1,27-08-2026,primera,12,Iniciada,,14
SIM-2026-1066,1,27-08-2026,primera,0,Iniciada,,13
SIM-2026-1066,1,27-08-2026,segunda,0,Iniciada,,10
SIM-2026-1067,1,27-08-2026,primera,2,Iniciada,Sin actividad registrada en visita.,7
SIM-2026-1067,1,27-08-2026,segunda,10,Iniciada,,-1
SIM-2026-1068,1,27-08-2026,primera,16,Iniciada,Equipo de trabajo reducido.,-8
SIM-2026-1068,1,27-08-2026,segunda,16,Iniciada,Terreno con problemas de acceso.,0
SIM-2026-1069,2,27-08-2026,primera,52,Avanzada,Se verificó avance conforme al cronograma.,-3
SIM-2025-1070,1,27-08-2026,primera,60,Avanzada,,-8
SIM-2025-1070,1,27-08-2026,segunda,60,Avanzada,,9
SIM-2026-1072,1,27-08-2026,primera,61,Avanzada,,4
SIM-2024-1082,6,27-08-2026,primera,7,Iniciada,Sin actividad registrada en visita.,10
SIM-2025-1084,1,27-08-2026,primera,73,Avanzada,,-7
SIM-2025-1084,1,27-08-2026,segunda,73,Avanzada,Calidad de construcción satisfactoria.,3
SIM-2026-1086,4,27-08-2026,primera,17,Iniciada,,9
SIM-2025-1088,4,27-08-2026,primera,36,Avanzada,,-7
SIM-2025-1091,1,27-08-2026,primera,75,Avanzada,,-1
SIM-2025-1091,1,27-08-2026,segunda,75,Avanzada,,3
SIM-2025-1092,4,27-08-2026,primera,83,Avanzada,Calidad de construcción satisfactoria.,-4
SIM-2025-1092,4,27-08-2026,segunda,83,Avanzada,,-3
SIM-2026-1093,1,27-08-2026,primera,22,Iniciada,,6
SIM-2026-1093,1,27-08-2026,segunda,32,Iniciada,,-4
SIM-2025-1096,4,27-08-2026,primera,48,Avanzada,,3
SIM-2025-1096,4,27-08-2026,segunda,48,Avanzada,Se verificó avance conforme al cronograma.,7
SIM-2025-1098,1,27-08-2026,primera,0,Iniciada,Sin actividad registrada en visita.,13
SIM-2025-1098,1,27-08-2026,segunda,11,Iniciada,,-3
SIM-2025-1100,1,27-08-2026,primera,84,Avanzada,,12
SIM-2025-1100,1,27-08-2026,segunda,86,Avanzada,Obra próxima a finalizar.,10
SIM-2025-1103,4,27-08-2026,primera,47,Avanzada,,7
SIM-2025-1103,4,27-08-2026,segunda,55,Avanzada,"Materiales en obra, trabajo activo.",-1
SIM-2025-1104,2,27-08-2026,primera,19,Iniciada,Terreno con problemas de acceso.,15
SIM-2026-1105,2,27-08-2026,primera,53,Avanzada,"Materiales en obra, trabajo activo.",12
SIM-2025-1106,1,27-08-2026,primera,63,Avanzada,Obra en progreso normal.,14
SIM-2025-1109,1,27-08-2026,primera,91,Avanzada,Calidad de construcción satisfactoria.,4
SIM-2025-1109,1,27-08-2026,segunda,91,Avanzada,,9
SIM-2025-1112,1,27-08-2026,primera,85,Avanzada,Calidad de construcción satisfactoria.,-5
SIM-2025-1112,1,27-08-2026,segunda,85,Avanzada,,5
SIM-2026-1115,1,27-08-2026,primera,10,Iniciada,,-3
SIM-2026-1115,1,27-08-2026,segunda,10,Iniciada,Terreno con problemas de acceso.,7
SIM-2025-1116,1,27-08-2026,primera,2,Iniciada,Equipo de trabajo reducido.,11
SIM-2025-1117,1,27-08-2026,primera,15,Iniciada,,9
SIM-2026-1120,4,27-08-2026,primera,69,Avanzada,,-1
SIM-2026-1120,4,27-08-2026,segunda,70,Avanzada,Obra próxima a finalizar.,-2
SIM-2026-1121,1,27-08-2026,primera,0,Iniciada,,13
SIM-2026-1121,1,27-08-2026,segunda,0,Iniciada,,5
SIM-2025-1125,1,27-08-2026,primera,3,Iniciada,Equipo de trabajo reducido.,2
SIM-2025-1125,1,27-08-2026,segunda,3,Iniciada,,2
SIM-2025-1126,6,27-08-2026,primera,25,Iniciada,,8
SIM-2026-1127,1,27-08-2026,primera,15,Iniciada,Sin actividad registrada en visita.,8
SIM-2026-1127,1,27-08-2026,segunda,28,Iniciada,,-5
SIM-2026-1129,1,27-08-2026,primera,4,Iniciada,,0
SIM-2025-1130,6,27-08-2026,primera,25,Iniciada,,-8
SIM-2026-1131,1,27-08-2026,primera,0,Iniciada,,1
SIM-2026-1131,1,27-08-2026,segunda,0,Iniciada,Obra paralizada por falta de materiales.,1
SIM-2025-1138,1,27-08-2026,primera,16,Iniciada,Obra paralizada por falta de materiales.,10
SIM-2025-1140,1,27-08-2026,primera,16,Iniciada,Terreno con problemas de acceso.,-3
SIM-2025-1140,1,27-08-2026,segunda,16,Iniciada,,3
SIM-2026-1141,5,27-08-2026,primera,3,Iniciada,Terreno con problemas de acceso.,3
SIM-2023-1142,2,27-08-2026,primera,8,Iniciada,Terreno con problemas de acceso.,-5
SIM-2023-1142,2,27-08-2026,segunda,8,Iniciada,,1
SIM-2025-1143,1,27-08-2026,primera,14,Iniciada,,-2
SIM-2025-1143,1,27-08-2026,segunda,14,Iniciada,Sin actividad registrada en visita.,-2
SIM-2026-1144,1,27-08-2026,primera,63,Avanzada,"Materiales en obra, trabajo activo.",2
SIM-2026-1144,1,27-08-2026,segunda,66,Avanzada,,-1
SIM-2025-1145,1,27-08-2026,primera,27,Iniciada,Obra paralizada por falta de materiales.,-5
SIM-2025-1145,1,27-08-2026,segunda,27,Iniciada,Sin actividad registrada en visita.,6
SIM-2025-1146,4,27-08-2026,primera,8,Iniciada,,-5
SIM-2025-1146,4,27-08-2026,segunda,8,Iniciada,,-4
SIM-2026-1147,1,27-08-2026,primera,4,Iniciada,Terreno con problemas de acceso.,7
SIM-2026-1147,1,27-08-2026,segunda,5,Iniciada,Equipo de trabajo reducido.,6
SIM-2026-1149,4,27-08-2026,primera,20,Iniciada,Terreno con problemas de acceso.,5
SIM-2026-1151,1,27-08-2026,primera,61,Avanzada,,5
SIM-2026-1151,1,27-08-2026,segunda,61,Avanzada,Obra en progreso normal.,9
SIM-2026-1152,1,27-08-2026,primera,0,Iniciada,Terreno con problemas de acceso.,14
SIM-2025-1153,1,27-08-2026,primera,22,Iniciada,,0
SIM-2025-1153,1,27-08-2026,segunda,22,Iniciada,,8
SIM-2025-1156,1,27-08-2026,primera,53,Avanzada,,2
SIM-2025-1159,5,27-08-2026,primera,26,Iniciada,Obra paralizada por falta de materiales.,8
SIM-2025-1163,1,27-08-2026,primera,81,Avanzada,Obra próxima a finalizar.,2
SIM-2026-1164,1,27-08-2026,primera,37,Avanzada,Obra en progreso normal.,1
SIM-2026-1164,1,27-08-2026,segunda,37,Avanzada,Obra en progreso normal.,2
SIM-2026-1165,5,27-08-2026,primera,7,Iniciada,,-5
SIM-2025-1167,1,27-08-2026,primera,56,Avanzada,Se verificó avance conforme al cronograma.,-8
SIM-2025-1167,1,27-08-2026,segunda,56,Avanzada,,1
SIM-2025-1168,2,27-08-2026,primera,0,Iniciada,Obra paralizada por falta de materiales.,15
SIM-2025-1168,2,27-08-2026,segunda,7,Iniciada,,4
SIM-2025-1169,1,27-08-2026,primera,54,Avanzada,"Materiales en obra, trabajo activo.",4
SIM-2025-1170,2,27-08-2026,primera,37,Avanzada,,7
SIM-2026-1172,2,27-08-2026,primera,41,Avanzada,,12
SIM-2025-1174,1,27-08-2026,primera,4,Iniciada,Obra paralizada por falta de materiales.,5
SIM-2025-1174,1,27-08-2026,segunda,9,Iniciada,,0
SIM-2024-1175,1,27-08-2026,primera,67,Avanzada,,-6
SIM-2025-1176,4,27-08-2026,primera,19,Iniciada,,9
SIM-2025-1176,4,27-08-2026,segunda,29,Iniciada,Obra paralizada por falta de materiales.,-1
SIM-2025-1177,4,27-08-2026,primera,5,Iniciada,Obra paralizada por falta de materiales.,11
SIM-2026-1179,1,27-08-2026,primera,31,Iniciada,Obra en progreso normal.,-7
SIM-2026-1180,2,27-08-2026,primera,92,Avanzada,Obra próxima a finalizar.,5
SIM-2026-1180,2,27-08-2026,segunda,92,Avanzada,Calidad de construcción satisfactoria.,9
SIM-2025-1182,1,27-08-2026,primera,26,Iniciada,Obra paralizada por falta de materiales.,7
SIM-2025-1184,1,27-08-2026,primera,55,Avanzada,,-3
SIM-2025-1184,1,27-08-2026,segunda,55,Avanzada,Se verificó avance conforme al cronograma.,5
SIM-2026-1185,2,27-08-2026,primera,73,Avanzada,"Terminaciones en curso, sin observaciones.",0
SIM-2026-1185,2,27-08-2026,segunda,77,Avanzada,Calidad de construcción satisfactoria.,-4
SIM-2026-1186,4,27-08-2026,primera,29,Iniciada,,13
SIM-2026-1186,4,27-08-2026,segunda,40,Avanzada,,2
SIM-2023-1187,1,27-08-2026,primera,0,Iniciada,,9
SIM-2024-1192,2,27-08-2026,primera,19,Iniciada,Equipo de trabajo reducido.,-3
SIM-2024-1192,2,27-08-2026,segunda,19,Iniciada,,1
SIM-2025-1194,4,27-08-2026,primera,43,Avanzada,,-3
SIM-2026-1195,6,27-08-2026,primera,17,Iniciada,Equipo de trabajo reducido.,-3
SIM-2025-1198,1,27-08-2026,primera,53,Avanzada,,2
SIM-2025-1198,1,27-08-2026,segunda,53,Avanzada,"Materiales en obra, trabajo activo.",4
SIM-2025-1200,6,27-08-2026,primera,84,Avanzada,"Terminaciones en curso, sin observaciones.",-3
SIM-2025-1201,1,27-08-2026,primera,40,Avanzada,,10
SIM-2025-1201,1,27-08-2026,segunda,45,Avanzada,,5
SIM-2026-1203,2,27-08-2026,primera,38,Avanzada,"Materiales en obra, trabajo activo.",5
SIM-2026-1204,1,27-08-2026,primera,70,Avanzada,"Terminaciones en curso, sin observaciones.",7
SIM-2026-1204,1,27-08-2026,segunda,82,Avanzada,,-5
SIM-2026-1205,4,27-08-2026,primera,20,Iniciada,,0
SIM-2025-1207,4,27-08-2026,primera,33,Iniciada,Se verificó avance conforme al cronograma.,-5
SIM-2025-1208,6,27-08-2026,primera,22,Iniciada,Equipo de trabajo reducido.,10
SIM-2025-1208,6,27-08-2026,segunda,23,Iniciada,Obra paralizada por falta de materiales.,9
SIM-2025-1210,5,27-08-2026,primera,15,Iniciada,,13
SIM-2025-1212,2,27-08-2026,primera,49,Avanzada,,7
SIM-2025-1212,2,27-08-2026,segunda,51,Avanzada,"Materiales en obra, trabajo activo.",5
SIM-2025-1220,1,27-08-2026,primera,16,Iniciada,Obra paralizada por falta de materiales.,-4
SIM-2025-1220,1,27-08-2026,segunda,16,Iniciada,Obra paralizada por falta de materiales.,6
SIM-2025-1224,1,27-08-2026,primera,86,Avanzada,Calidad de construcción satisfactoria.,-7
SIM-2025-1224,1,27-08-2026,segunda,86,Avanzada,,9
SIM-2026-1226,6,27-08-2026,primera,0,Iniciada,Equipo de trabajo reducido.,10
SIM-2026-1227,1,27-08-2026,primera,10,Iniciada,,3
SIM-2026-1227,1,27-08-2026,segunda,11,Iniciada,,2
SIM-2026-1232,3,27-08-2026,primera,18,Iniciada,,-7
SIM-2025-1234,1,27-08-2026,primera,50,Avanzada,Se verificó avance conforme al cronograma.,-7
SIM-2026-1235,1,27-08-2026,primera,78,Avanzada,,4
SIM-2025-1236,1,27-08-2026,primera,17,Iniciada,Sin actividad registrada en visita.,10
SIM-2025-1236,1,27-08-2026,segunda,27,Iniciada,,0
SIM-2025-1239,2,27-08-2026,primera,19,Iniciada,Equipo de trabajo reducido.,-6
SIM-2025-1240,4,27-08-2026,primera,58,Avanzada,,15
SIM-2026-1241,1,27-08-2026,primera,69,Avanzada,Se verificó avance conforme al cronograma.,-6
SIM-2026-1241,1,27-08-2026,segunda,69,Avanzada,Obra en progreso normal.,1
SIM-2025-1246,1,27-08-2026,primera,27,Iniciada,Sin actividad registrada en visita.,7
SIM-2025-1246,1,27-08-2026,segunda,36,Avanzada,Obra en progreso normal.,-2
SIM-2025-1247,1,27-08-2026,primera,1,Iniciada,Equipo de trabajo reducido.,15
SIM-2025-1247,1,27-08-2026,segunda,7,Iniciada,Equipo de trabajo reducido.,9
SIM-2026-1249,1,27-08-2026,primera,57,Avanzada,,11
SIM-2025-1250,1,27-08-2026,primera,70,Avanzada,Obra próxima a finalizar.,4
SIM-2026-1251,3,27-08-2026,primera,2,Iniciada,,11
SIM-2025-1254,1,27-08-2026,primera,70,Avanzada,,8
SIM-2026-1255,2,27-08-2026,primera,43,Avanzada,,11
SIM-2026-1255,2,27-08-2026,segunda,50,Avanzada,,4
SIM-2023-1257,1,27-08-2026,primera,57,Avanzada,Obra en progreso normal.,2
SIM-2026-1258,1,27-08-2026,primera,7,Iniciada,,13
SIM-2026-1259,2,27-08-2026,primera,81,Avanzada,Obra próxima a finalizar.,1
SIM-2026-1259,2,27-08-2026,segunda,81,Avanzada,,7
SIM-2026-1260,2,27-08-2026,primera,7,Iniciada,,2
SIM-2025-1262,1,27-08-2026,primera,18,Iniciada,Terreno con problemas de acceso.,-4
SIM-2025-1262,1,27-08-2026,segunda,19,Iniciada,,-5
SIM-2026-1263,4,27-08-2026,primera,0,Iniciada,,14
SIM-2025-1264,2,27-08-2026,primera,66,Avanzada,,4
SIM-2025-1264,2,27-08-2026,segunda,75,Avanzada,,-5
SIM-2024-1266,1,27-08-2026,primera,5,Iniciada,,13
SIM-2024-1266,1,27-08-2026,segunda,8,Iniciada,,10
SIM-2026-1269,3,27-08-2026,primera,61,Avanzada,Se verificó avance conforme al cronograma.,6
SIM-2026-1273,6,27-08-2026,primera,82,Avanzada,"Terminaciones en curso, sin observaciones.",9
SIM-2026-1275,2,27-08-2026,primera,48,Avanzada,Obra en progreso normal.,-8
SIM-2025-1276,6,27-08-2026,primera,10,Iniciada,Sin actividad registrada en visita.,-8
SIM-2025-1278,2,27-08-2026,primera,34,Iniciada,,3
SIM-2026-1280,1,27-08-2026,primera,76,Avanzada,Calidad de construcción satisfactoria.,0
SIM-2026-1281,2,27-08-2026,primera,0,Iniciada,,15
SIM-2026-1281,2,27-08-2026,segunda,11,Iniciada,Equipo de trabajo reducido.,-5
SIM-2025-1283,1,27-08-2026,primera,22,Iniciada,,1
SIM-2023-1284,3,27-08-2026,primera,49,Avanzada,Obra en progreso normal.,2
SIM-2026-1286,1,27-08-2026,primera,11,Iniciada,,-1
SIM-2025-1287,4,27-08-2026,primera,37,Avanzada,"Materiales en obra, trabajo activo.",-7
SIM-2025-1287,4,27-08-2026,segunda,37,Avanzada,,7
SIM-2025-1288,1,27-08-2026,primera,7,Iniciada,Sin actividad registrada en visita.,12
SIM-2026-1293,1,27-08-2026,primera,59,Avanzada,"Materiales en obra, trabajo activo.",-6
SIM-2023-1297,2,27-08-2026,primera,84,Avanzada,,5
SIM-2025-1300,1,27-08-2026,primera,5,Iniciada,Terreno con problemas de acceso.,-5
SIM-2025-1300,1,27-08-2026,segunda,5,Iniciada,Obra paralizada por falta de materiales.,-5
SIM-2026-1303,1,27-08-2026,primera,1,Iniciada,Equipo de trabajo reducido.,8
SIM-2026-1303,1,27-08-2026,segunda,1,Iniciada,,8
SIM-2025-1305,1,27-08-2026,primera,18,Iniciada,Obra paralizada por falta de materiales.,4
SIM-2025-1305,1,27-08-2026,segunda,18,Iniciada,,8
SIM-2025-1306,2,27-08-2026,primera,19,Iniciada,Terreno con problemas de acceso.,8
SIM-2025-1306,2,27-08-2026,segunda,28,Iniciada,,-1
SIM-2025-1308,6,27-08-2026,primera,16,Iniciada,,-5
SIM-2026-1309,1,27-08-2026,primera,8,Iniciada,,-2
SIM-2026-1309,1,27-08-2026,segunda,8,Iniciada,Sin actividad registrada en visita.,-2
SIM-2026-1310,1,27-08-2026,primera,44,Avanzada,Obra en progreso normal.,2
SIM-2026-1311,1,27-08-2026,primera,17,Iniciada,,8
SIM-2026-1311,1,27-08-2026,segunda,24,Iniciada,,1
SIM-2025-1312,1,27-08-2026,primera,36,Avanzada,Obra en progreso normal.,14
SIM-2025-1312,1,27-08-2026,segunda,50,Avanzada,"Materiales en obra, trabajo activo.",0
SIM-2026-1314,6,27-08-2026,primera,3,Iniciada,Sin actividad registrada en visita.,6
SIM-2026-1314,6,27-08-2026,segunda,3,Iniciada,Obra paralizada por falta de materiales.,10
SIM-2026-1316,2,27-08-2026,primera,14,Iniciada,Equipo de trabajo reducido.,2
SIM-2026-1318,2,27-08-2026,primera,21,Iniciada,,6
SIM-2026-1319,1,27-08-2026,primera,46,Avanzada,,5
SIM-2026-1319,1,27-08-2026,segunda,54,Avanzada,,-3
SIM-2023-1320,1,27-08-2026,primera,1,Iniciada,,14
SIM-2023-1320,1,27-08-2026,segunda,19,Iniciada,,-4
SIM-2026-1321,1,27-08-2026,primera,13,Iniciada,Terreno con problemas de acceso.,5
SIM-2025-1322,2,27-08-2026,primera,75,Avanzada,,-6
SIM-2025-1322,2,27-08-2026,segunda,75,Avanzada,,10
SIM-2025-1323,2,27-08-2026,primera,10,Iniciada,Terreno con problemas de acceso.,0
SIM-2025-1324,4,27-08-2026,primera,30,Iniciada,"Materiales en obra, trabajo activo.",9
SIM-2025-1328,1,27-08-2026,primera,9,Iniciada,Obra paralizada por falta de materiales.,14
SIM-2025-1328,1,27-08-2026,segunda,26,Iniciada,Equipo de trabajo reducido.,-3
SIM-2026-1329,1,27-08-2026,primera,0,Iniciada,,11
SIM-2026-1329,1,27-08-2026,segunda,0,Iniciada,,4
SIM-2025-1330,1,27-08-2026,primera,4,Iniciada,,7
SIM-2025-1330,1,27-08-2026,segunda,4,Iniciada,,10
SIM-2025-1333,3,27-08-2026,primera,5,Iniciada,Obra paralizada por falta de materiales.,10
SIM-2025-1335,4,27-08-2026,primera,40,Avanzada,,9
SIM-2025-1335,4,27-08-2026,segunda,42,Avanzada,,7
SIM-2025-1337,1,27-08-2026,primera,13,Iniciada,Obra paralizada por falta de materiales.,7
SIM-2025-1337,1,27-08-2026,segunda,17,Iniciada,Equipo de trabajo reducido.,3
SIM-2026-1339,4,27-08-2026,primera,10,Iniciada,Terreno con problemas de acceso.,5
SIM-2026-1345,6,27-08-2026,primera,87,Avanzada,"Terminaciones en curso, sin observaciones.",-8
SIM-2026-1345,6,27-08-2026,segunda,87,Avanzada,,8
SIM-2026-1347,2,27-08-2026,primera,8,Iniciada,Sin actividad registrada en visita.,-2
SIM-2025-1350,1,27-08-2026,primera,19,Iniciada,Sin actividad registrada en visita.,-3
SIM-2025-1350,1,27-08-2026,segunda,19,Iniciada,,0
SIM-2025-1351,1,27-08-2026,primera,36,Avanzada,,12
SIM-2026-1352,1,27-08-2026,primera,20,Iniciada,,9
SIM-2025-1354,5,27-08-2026,primera,51,Avanzada,,13
SIM-2025-1356,6,27-08-2026,primera,2,Iniciada,,8
SIM-2025-1358,1,27-08-2026,primera,21,Iniciada,Sin actividad registrada en visita.,-5
SIM-2025-1359,1,27-08-2026,primera,9,Iniciada,,9
SIM-2025-1359,1,27-08-2026,segunda,14,Iniciada,,4
SIM-2026-1361,1,27-08-2026,primera,79,Avanzada,,-6
SIM-2025-1362,1,27-08-2026,primera,41,Avanzada,,1
SIM-2025-1362,1,27-08-2026,segunda,44,Avanzada,Se verificó avance conforme al cronograma.,-2
SIM-2026-1363,4,27-08-2026,primera,18,Iniciada,,15
SIM-2026-1364,1,27-08-2026,primera,37,Avanzada,Obra en progreso normal.,8
SIM-2026-1364,1,27-08-2026,segunda,49,Avanzada,,-4
SIM-2026-1365,6,27-08-2026,primera,92,Avanzada,"Terminaciones en curso, sin observaciones.",-7
SIM-2026-1365,6,27-08-2026,segunda,92,Avanzada,,-3
SIM-2025-1367,1,27-08-2026,primera,7,Iniciada,Obra paralizada por falta de materiales.,-2
SIM-2025-1367,1,27-08-2026,segunda,7,Iniciada,Obra paralizada por falta de materiales.,7
SIM-2026-1370,1,27-08-2026,primera,0,Iniciada,,7
SIM-2026-1370,1,27-08-2026,segunda,3,Iniciada,,0
SIM-2025-1371,1,27-08-2026,primera,66,Avanzada,"Materiales en obra, trabajo activo.",8
SIM-2024-1377,1,27-08-2026,primera,0,Iniciada,Obra paralizada por falta de materiales.,12
SIM-2024-1377,1,27-08-2026,segunda,2,Iniciada,,2
SIM-2025-1379,4,27-08-2026,primera,61,Avanzada,,-6
SIM-2025-1379,4,27-08-2026,segunda,61,Avanzada,Se verificó avance conforme al cronograma.,6
SIM-2026-1386,4,27-08-2026,primera,32,Iniciada,,1
SIM-2026-1387,4,27-08-2026,primera,79,Avanzada,"Terminaciones en curso, sin observaciones.",-1
SIM-2026-1387,4,27-08-2026,segunda,79,Avanzada,,9
SIM-2026-1391,1,27-08-2026,primera,58,Avanzada,"Materiales en obra, trabajo activo.",12
SIM-2024-1392,4,27-08-2026,primera,14,Iniciada,,1
SIM-2024-1392,4,27-08-2026,segunda,14,Iniciada,,2
SIM-2025-1396,1,27-08-2026,primera,34,Iniciada,Se verificó avance conforme al cronograma.,0
SIM-2025-1396,1,27-08-2026,segunda,34,Iniciada,"Materiales en obra, trabajo activo.",9
SIM-2026-1397,3,27-08-2026,primera,1,Iniciada,Terreno con problemas de acceso.,4
SIM-2026-1398,6,27-08-2026,primera,0,Iniciada,Equipo de trabajo reducido.,12
SIM-2026-1398,6,27-08-2026,segunda,6,Iniciada,Sin actividad registrada en visita.,2
SIM-2026-1400,6,27-08-2026,primera,0,Iniciada,Obra paralizada por falta de materiales.,8
SIM-2025-1401,4,27-08-2026,primera,7,Iniciada,Equipo de trabajo reducido.,0
SIM-2025-1402,1,27-08-2026,primera,68,Avanzada,,6
SIM-2025-1402,1,27-08-2026,segunda,79,Avanzada,,-5
SIM-2026-1403,6,27-08-2026,primera,67,Avanzada,Obra en progreso normal.,1
SIM-2026-1403,6,27-08-2026,segunda,67,Avanzada,"Materiales en obra, trabajo activo.",2
SIM-2025-1404,1,27-08-2026,primera,58,Avanzada,,-3
SIM-2026-1406,6,27-08-2026,primera,57,Avanzada,Se verificó avance conforme al cronograma.,-5
SIM-2026-1409,6,27-08-2026,primera,62,Avanzada,Se verificó avance conforme al cronograma.,-1
SIM-2026-1409,6,27-08-2026,segunda,63,Avanzada,"Materiales en obra, trabajo activo.",-2
SIM-2023-1410,1,27-08-2026,primera,11,Iniciada,Terreno con problemas de acceso.,-3
SIM-2025-1411,1,27-08-2026,primera,29,Iniciada,Obra paralizada por falta de materiales.,0
SIM-2025-1411,1,27-08-2026,segunda,33,Iniciada,,-4
SIM-2026-1414,1,27-08-2026,primera,25,Iniciada,Sin actividad registrada en visita.,0
SIM-2026-1414,1,27-08-2026,segunda,28,Iniciada,Sin actividad registrada en visita.,-3
SIM-2026-1415,1,27-08-2026,primera,18,Iniciada,Equipo de trabajo reducido.,15
SIM-2025-1416,1,27-08-2026,primera,87,Avanzada,,10
SIM-2025-1421,6,27-08-2026,primera,37,Avanzada,,6
SIM-2025-1421,6,27-08-2026,segunda,40,Avanzada,Se verificó avance conforme al cronograma.,3
SIM-2026-1422,5,27-08-2026,primera,56,Avanzada,,-5
SIM-2026-1430,4,27-08-2026,primera,14,Iniciada,,11
SIM-2026-1432,1,27-08-2026,primera,9,Iniciada,Sin actividad registrada en visita.,10
SIM-2026-1432,1,27-08-2026,segunda,12,Iniciada,,7
SIM-2026-1435,3,27-08-2026,primera,21,Iniciada,Terreno con problemas de acceso.,10
SIM-2026-1436,1,27-08-2026,primera,37,Avanzada,,-5
SIM-2025-1438,2,27-08-2026,primera,31,Iniciada,,-7
SIM-2026-1443,2,27-08-2026,primera,25,Iniciada,,4
SIM-2026-1443,2,27-08-2026,segunda,31,Iniciada,Obra en progreso normal.,-2
SIM-2026-1446,1,27-08-2026,primera,52,Avanzada,"Materiales en obra, trabajo activo.",15
SIM-2026-1446,1,27-08-2026,segunda,60,Avanzada,Se verificó avance conforme al cronograma.,7
SIM-2026-1448,2,27-08-2026,primera,34,Iniciada,,14
SIM-2026-1448,2,27-08-2026,segunda,45,Avanzada,"Materiales en obra, trabajo activo.",3
SIM-2026-1450,4,27-08-2026,primera,0,Iniciada,Obra paralizada por falta de materiales.,7
SIM-2026-1453,2,27-08-2026,primera,75,Avanzada,,1
SIM-2026-1453,2,27-08-2026,segunda,75,Avanzada,"Terminaciones en curso, sin observaciones.",3
SIM-2025-1462,4,27-08-2026,primera,32,Iniciada,,15
SIM-2026-1464,2,27-08-2026,primera,61,Avanzada,,2
SIM-2026-1464,2,27-08-2026,segunda,68,Avanzada,,-5
SIM-2025-1467,1,27-08-2026,primera,14,Iniciada,Sin actividad registrada en visita.,3
SIM-2025-1467,1,27-08-2026,segunda,22,Iniciada,,-5
SIM-2026-1469,1,27-08-2026,primera,62,Avanzada,,2
SIM-2026-1469,1,27-08-2026,segunda,69,Avanzada,Obra en progreso normal.,-5
SIM-2026-1470,1,27-08-2026,primera,51,Avanzada,Se verificó avance conforme al cronograma.,3
SIM-2026-1475,1,27-08-2026,primera,44,Avanzada,,-3
SIM-2026-1475,1,27-08-2026,segunda,44,Avanzada,Se verificó avance conforme al cronograma.,4
SIM-2026-1476,1,27-08-2026,primera,68,Avanzada,,11
SIM-2026-1476,1,27-08-2026,segunda,83,Avanzada,Calidad de construcción satisfactoria.,-4
SIM-2025-1478,1,27-08-2026,primera,19,Iniciada,Terreno con problemas de acceso.,-5
SIM-2025-1478,1,27-08-2026,segunda,19,Iniciada,Sin actividad registrada en visita.,9
SIM-2026-1483,5,27-08-2026,primera,8,Iniciada,Terreno con problemas de acceso.,4
SIM-2026-1485,1,27-08-2026,primera,21,Iniciada,Terreno con problemas de acceso.,-5
SIM-2025-1486,3,27-08-2026,primera,9,Iniciada,,3
SIM-2025-1490,1,27-08-2026,primera,0,Iniciada,,8
SIM-2026-1491,1,27-08-2026,primera,86,Avanzada,"Terminaciones en curso, sin observaciones.",9
