tecnico_id,vivienda_id,fecha_asignacion
4,SIM-2026-4057,28-08-2026
2,SIM-2025-4058,28-08-2026
1,SIM-2026-4061,28-08-2026
1,SIM-2025-4062,28-08-2026
3,SIM-2025-4063,28-08-2026
1,SIM-2025-4070,28-08-2026
1,SIM-2025-4073,28-08-2026
1,SIM-2026-4075,28-08-2026
4,SIM-2024-4077,28-08-2026
6,SIM-2025-4078,28-08-2026
1,SIM-2025-4079,28-08-2026
1,SIM-2023-4081,28-08-2026
1,SIM-2026-4087,28-08-2026
1,SIM-2026-4092,28-08-2026
1,SIM-2025-4094,28-08-2026
2,SIM-2025-4095,28-08-2026
2,SIM-2026-4099,28-08-2026
4,SIM-2026-4102,28-08-2026
1,SIM-2026-4106,28-08-2026
5,SIM-2026-4108,28-08-2026
4,SIM-2024-4112,28-08-2026
1,SIM-2026-4113,28-08-2026
1,SIM-2026-4114,28-08-2026
4,SIM-2026-4120,28-08-2026
1,SIM-2025-4122,28-08-2026
1,SIM-2025-4126,28-08-2026
1,SIM-2026-4127,28-08-2026
1,SIM-2026-4135,28-08-2026
1,SIM-2026-4136,28-08-2026
1,SIM-2025-4138,28-08-2026
3,SIM-2024-4140,28-08-2026
1,SIM-2025-4142,28-08-2026
2,SIM-2025-4146,28-08-2026
3,SIM-2026-4151,28-08-2026
4,SIM-2025-4155,28-08-2026
1,SIM-2025-4159,28-08-2026
3,SIM-2026-4163,28-08-2026
1,SIM-2024-4166,28-08-2026
1,SIM-2025-4167,28-08-2026
2,SIM-2025-4169,28-08-2026
1,SIM-2026-4171,28-08-2026
1,SIM-2024-4173,28-08-2026
5,SIM-2024-4178,28-08-2026
2,SIM-2026-4180,28-08-2026
1,SIM-2026-4181,28-08-2026
1,SIM-2023-4183,28-08-2026
2,SIM-2025-4186,28-08-2026
1,SIM-2024-4189,28-08-2026
1,SIM-2026-4193,28-08-2026
1,SIM-2026-4196,28-08-2026
1,SIM-2025-4198,28-08-2026
5,SIM-2026-4206,28-08-2026
2,SIM-2026-4207,28-08-2026
3,SIM-2026-4208,28-08-2026
1,SIM-2026-4210,28-08-2026
2,SIM-2026-4212,28-08-2026
1,SIM-2026-4217,28-08-2026
5,SIM-2025-4219,28-08-2026
1,SIM-2026-4220,28-08-2026
1,SIM-2025-4221,28-08-2026
2,SIM-2025-4222,28-08-2026
6,SIM-2024-4224,28-08-2026
2,SIM-2025-4228,28-08-2026
1,SIM-2025-4229,28-08-2026
6,SIM-2026-4237,28-08-2026
2,SIM-2026-4241,28-08-2026
3,SIM-2026-4248,28-08-2026
1,SIM-2026-4252,28-08-2026
6,SIM-2026-4264,28-08-2026
4,SIM-2025-4267,28-08-2026
1,SIM-2025-4275,28-08-2026
4,SIM-2026-4277,28-08-2026
3,SIM-2025-4283,28-08-2026
1,SIM-2026-4284,28-08-2026
1,SIM-2025-4285,28-08-2026
4,SIM-2026-4286,28-08-2026
1,SIM-2025-4291,28-08-2026
6,SIM-2026-4293,28-08-2026
5,SIM-2026-4302,28-08-2026
6,SIM-2025-4304,28-08-2026
5,SIM-2025-4305,28-08-2026
6,SIM-2025-4308,28-08-2026
1,SIM-2025-4309,28-08-2026
5,SIM-2025-4312,28-08-2026
1,SIM-2025-4313,28-08-2026
1,SIM-2024-4318,28-08-2026
4,SIM-2025-4320,28-08-2026
1,SIM-2026-4321,28-08-2026
1,SIM-2026-4326,28-08-2026
2,SIM-2026-4328,28-08-2026
1,SIM-2025-4329,28-08-2026
6,SIM-2026-4331,28-08-2026
1,SIM-2024-4332,28-08-2026
3,SIM-2026-4337,28-08-2026
1,SIM-2026-4338,28-08-2026
3,SIM-2026-4339,28-08-2026
1,SIM-2026-4340,28-08-2026
1,SIM-2026-4341,28-08-2026
1,SIM-2026-4343,28-08-2026
4,SIM-2025-4352,28-08-2026
5,SIM-2026-4353,28-08-2026
1,SIM-2024-4355,28-08-2026
1,SIM-2026-4359,28-08-2026
1,SIM-2025-4360,28-08-2026
4,SIM-2026-4361,28-08-2026
3,SIM-2026-4362,28-08-2026
2,SIM-2026-4365,28-08-2026
1,SIM-2025-4366,28-08-2026
1,SIM-2025-4367,28-08-2026
1,SIM-2026-4370,28-08-2026
1,SIM-2025-4375,28-08-2026
1,SIM-2026-4381,28-08-2026
5,SIM-2026-4382,28-08-2026
4,SIM-2026-4385,28-08-2026
5,SIM-2026-4386,28-08-2026
3,SIM-2025-4388,28-08-2026
1,SIM-2026-4389,28-08-2026
3,SIM-2025-4394,28-08-2026
4,SIM-2026-4395,28-08-2026
2,SIM-2026-4397,28-08-2026
1,SIM-2025-4398,28-08-2026
3,SIM-2025-4400,28-08-2026
1,SIM-2025-4406,28-08-2026
6,SIM-2025-4409,28-08-2026
1,SIM-2026-4410,28-08-2026
3,SIM-2026-4414,28-08-2026
1,SIM-2025-4416,28-08-2026
5,SIM-2026-4418,28-08-2026
2,SIM-2026-4420,28-08-2026
1,SIM-2026-4421,28-08-2026
1,SIM-2025-4424,28-08-2026
6,SIM-2026-4426,28-08-2026
5,SIM-2025-4427,28-08-2026
3,SIM-2026-4429,28-08-2026
2,SIM-2025-4433,28-08-2026
3,SIM-2026-4437,28-08-2026
1,SIM-2026-4438,28-08-2026
3,SIM-2026-4440,28-08-2026
4,SIM-2025-4441,28-08-2026
5,SIM-2025-4442,28-08-2026
1,SIM-2026-4443,28-08-2026
1,SIM-2026-4446,28-08-2026
1,SIM-2025-4447,28-08-2026
1,SIM-2026-4454,28-08-2026
1,SIM-2026-4457,28-08-2026
1,SIM-2024-4458,28-08-2026
2,SIM-2026-4464,28-08-2026
1,SIM-2026-4466,28-08-2026
4,SIM-2025-4476,28-08-2026
5,SIM-2026-4479,28-08-2026
2,SIM-2024-4486,28-08-2026
1,SIM-2025-4488,28-08-2026
5,SIM-2026-4489,28-08-2026
1,SIM-2026-4511,28-08-2026
1,SIM-2023-4512,28-08-2026
2,SIM-2025-4514,28-08-2026
1,SIM-2025-4517,28-08-2026
4,SIM-2025-4521,28-08-2026
1,SIM-2025-4525,28-08-2026
1,SIM-2024-4531,28-08-2026
1,SIM-2025-4539,28-08-2026
5,SIM-2025-4541,28-08-2026
6,SIM-2025-4544,28-08-2026
3,SIM-2026-4546,28-08-2026
3,SIM-2025-4548,28-08-2026
4,SIM-2024-4551,28-08-2026
1,SIM-2026-4554,28-08-2026
1,SIM-2025-4555,28-08-2026
1,SIM-2025-4558,28-08-2026
4,SIM-2025-4559,28-08-2026
3,SIM-2025-4561,28-08-2026
1,SIM-2025-4569,28-08-2026
4,SIM-2025-4572,28-08-2026
4,SIM-2025-4579,28-08-2026
2,SIM-2026-4580,28-08-2026
1,SIM-2025-4585,28-08-2026
1,SIM-2025-4590,28-08-2026
5,SIM-2026-4593,28-08-2026
2,SIM-2026-4595,28-08-2026
2,SIM-2025-4597,28-08-2026
2,SIM-2026-4598,28-08-2026
1,SIM-2025-4601,28-08-2026
2,SIM-2026-4602,28-08-2026
2,SIM-2026-4605,28-08-2026
5,SIM-2026-4606,28-08-2026
5,SIM-2025-4607,28-08-2026
3,SIM-2026-4609,28-08-2026
1,SIM-2026-4611,28-08-2026
4,SIM-2025-4613,28-08-2026
4,SIM-2024-4614,28-08-2026
4,SIM-2025-4616,28-08-2026
1,SIM-2025-4618,28-08-2026
1,SIM-2025-4620,28-08-2026
5,SIM-2026-4622,28-08-2026
4,SIM-2026-4623,28-08-2026
6,SIM-2026-4625,28-08-2026
1,SIM-2025-4626,28-08-2026
1,SIM-2025-4629,28-08-2026
1,SIM-2026-4632,28-08-2026
1,SIM-2026-4634,28-08-2026
2,SIM-2025-4635,28-08-2026
5,SIM-2026-4637,28-08-2026
2,SIM-2026-4640,28-08-2026
4,SIM-2025-4642,28-08-2026
1,SIM-2025-4644,28-08-2026
3,SIM-2026-4645,28-08-2026
4,SIM-2026-4647,28-08-2026
1,SIM-2025-4649,28-08-2026
6,SIM-2025-4654,28-08-2026
3,SIM-2026-4655,28-08-2026
1,SIM-2026-4662,28-08-2026
1,SIM-2023-4663,28-08-2026
2,SIM-2025-4664,28-08-2026
2,SIM-2025-4667,28-08-2026
1,SIM-2025-4670,28-08-2026
1,SIM-2026-4677,28-08-2026
1,SIM-2026-4684,28-08-2026
4,SIM-2025-4685,28-08-2026
4,SIM-2025-4689,28-08-2026
3,SIM-2026-4692,28-08-2026
6,SIM-2024-4694,28-08-2026
3,SIM-2025-4695,28-08-2026
1,SIM-2025-4698,28-08-2026
1,SIM-2025-4700,28-08-2026
2,SIM-2025-4701,28-08-2026
1,SIM-2025-4702,28-08-2026
1,SIM-2026-4703,28-08-2026
6,SIM-2026-4704,28-08-2026
2,SIM-2025-4705,28-08-2026
3,SIM-2026-4712,28-08-2026
4,SIM-2025-4713,28-08-2026
3,SIM-2025-4714,28-08-2026
2,SIM-2025-4715,28-08-2026
2,SIM-2023-4722,28-08-2026
4,SIM-2023-4723,28-08-2026
1,SIM-2026-4725,28-08-2026
3,SIM-2025-4728,28-08-2026
1,SIM-2024-4729,28-08-2026
2,SIM-2026-4733,28-08-2026
5,SIM-2025-4736,28-08-2026
1,SIM-2024-4739,28-08-2026
6,SIM-2026-4740,28-08-2026
2,SIM-2026-4743,28-08-2026
1,SIM-2026-4748,28-08-2026
5,SIM-2025-4749,28-08-2026
2,SIM-2025-4751,28-08-2026
1,SIM-2024-4753,28-08-2026
2,SIM-2026-4754,28-08-2026
2,SIM-2024-4756,28-08-2026
1,SIM-2026-4761,28-08-2026
4,SIM-2025-4765,28-08-2026
4,SIM-2025-4768,28-08-2026
4,SIM-2025-4769,28-08-2026
6,SIM-2026-4773,28-08-2026
1,SIM-2025-4776,28-08-2026
1,SIM-2025-4777,28-08-2026
1,SIM-2026-4779,28-08-2026
1,SIM-2025-4782,28-08-2026
1,SIM-2024-4786,28-08-2026
1,SIM-2025-4788,28-08-2026
1,SIM-2025-4798,28-08-2026
3,SIM-2026-4805,28-08-2026
1,SIM-2026-4806,28-08-2026
1,SIM-2025-4809,28-08-2026
6,SIM-2026-4813,28-08-2026
5,SIM-2025-4814,28-08-2026
1,SIM-2024-4815,28-08-2026
1,SIM-2025-4817,28-08-2026
2,SIM-2026-4818,28-08-2026
1,SIM-2026-4819,28-08-2026
3,SIM-2025-4825,28-08-2026
1,SIM-2025-4826,28-08-2026
5,SIM-2025-4828,28-08-2026
6,SIM-2026-4832,28-08-2026
5,SIM-2026-4833,28-08-2026
2,SIM-2025-4836,28-08-2026
2,SIM-2025-4841,28-08-2026
1,SIM-2024-4848,28-08-2026
3,SIM-2026-4849,28-08-2026
4,SIM-2025-4852,28-08-2026
1,SIM-2025-4854,28-08-2026
2,SIM-2025-4857,28-08-2026
3,SIM-2026-4867,28-08-2026
1,SIM-2026-4873,28-08-2026
1,SIM-2025-4874,28-08-2026
6,SIM-2026-4877,28-08-2026
3,SIM-2026-4878,28-08-2026
1,SIM-2026-4881,28-08-2026
4,SIM-2025-4888,28-08-2026
4,SIM-2026-4895,28-08-2026
4,SIM-2025-4902,28-08-2026
5,SIM-2025-4904,28-08-2026
1,SIM-2026-4909,28-08-2026
1,SIM-2026-4914,28-08-2026
1,SIM-2025-4915,28-08-2026
6,SIM-2025-4922,28-08-2026
1,SIM-2025-4923,28-08-2026
1,SIM-2026-4932,28-08-2026
3,SIM-2026-4933,28-08-2026
3,SIM-2026-4936,28-08-2026
3,SIM-2023-4938,28-08-2026
6,SIM-2025-4943,28-08-2026
4,SIM-2026-4945,28-08-2026
1,SIM-2024-4948,28-08-2026
5,SIM-2026-4952,28-08-2026
1,SIM-2026-4955,28-08-2026
6,SIM-2026-4960,28-08-2026
3,SIM-2026-4966,28-08-2026
1,SIM-2026-4967,28-08-2026
6,SIM-2025-4969,28-08-2026
1,SIM-2024-4970,28-08-2026
3,SIM-2026-4972,28-08-2026
5,SIM-2026-4973,28-08-2026
1,SIM-2025-4974,28-08-2026
2,SIM-2026-4978,28-08-2026
3,SIM-2026-4979,28-08-2026
2,SIM-2025-4980,28-08-2026
5,SIM-2024-4984,28-08-2026
4,SIM-2025-4988,28-08-2026
1,SIM-2024-4989,28-08-2026
2,SIM-2026-4990,28-08-2026
1,SIM-2026-4995,28-08-2026
5,SIM-2026-4999,28-08-2026
